university stn,university hyp,text stn,text hyp,sentence,hypothesis,prediction,contradiction
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,University Housing monitors only the amount of traffic of each user,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('dorms') add middlebox('traffic monitor'),"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,University Housing monitors only the amount of traffic of each user,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('dorms') add middlebox('traffic monitor'),"define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Urbana Champaign,Missouri State University,University Housing monitors only the amount of traffic of each user,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('dorms') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,CounterStrike server is blocked by the University firewall,FTP server is allowed by the University firewall,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,CounterStrike server is blocked by the University firewall,Students data limit is 100 GB per week,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') set quota('100', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,Columbia University,CounterStrike server is blocked by the University firewall,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')",0,0
University of Illinois - Urbana Champaign,Rutgers University,CounterStrike server is blocked by the University firewall,The system passively monitors the network throughput when traffic is light,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),0,0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,CounterStrike server is blocked by the University firewall,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')",0,0
University of Illinois - Urbana Champaign,Carnegie Mellon University,CounterStrike server is blocked by the University firewall,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,0
University of Illinois - Urbana Champaign,Carnegie Mellon University,CounterStrike server is blocked by the University firewall,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,Columbia University,CounterStrike server is blocked by the University firewall,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,CounterStrike server is blocked by the University firewall,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,CounterStrike server is blocked by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,CounterStrike server is blocked by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,CounterStrike server is blocked by the University firewall,FTP and SFTP traffic is allowed for all students,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
University of Illinois - Urbana Champaign,Cornell University,CounterStrike server is blocked by the University firewall,Students have 200 GB of Free monthly usage,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
University of Illinois - Urbana Champaign,University of Texas - Austin,CounterStrike server is blocked by the University firewall,Faculty members have 500 Gb per week of free network use,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,North Dakota State University,CounterStrike server is blocked by the University firewall,Students have a quota of 5 GB per day. The quota is reset at 6am,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Illinois - Urbana Champaign,Rutgers University,CounterStrike server is blocked by the University firewall,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,CounterStrike server is blocked by the University firewall,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,CounterStrike server is blocked by the University firewall,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Urbana Champaign,Missouri State University,CounterStrike server is blocked by the University firewall,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') block servive('CounterStrike server'),"define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP server is allowed by the University firewall,Students data limit is 100 GB per week,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') set quota('100', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,Columbia University,FTP server is allowed by the University firewall,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')",0,0
University of Illinois - Urbana Champaign,Rutgers University,FTP server is allowed by the University firewall,The system passively monitors the network throughput when traffic is light,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),0,0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,FTP server is allowed by the University firewall,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')",0,0
University of Illinois - Urbana Champaign,Carnegie Mellon University,FTP server is allowed by the University firewall,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,0
University of Illinois - Urbana Champaign,Carnegie Mellon University,FTP server is allowed by the University firewall,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,Columbia University,FTP server is allowed by the University firewall,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP server is allowed by the University firewall,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP server is allowed by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,FTP server is allowed by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,FTP server is allowed by the University firewall,FTP and SFTP traffic is allowed for all students,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
University of Illinois - Urbana Champaign,Cornell University,FTP server is allowed by the University firewall,Students have 200 GB of Free monthly usage,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
University of Illinois - Urbana Champaign,University of Texas - Austin,FTP server is allowed by the University firewall,Faculty members have 500 Gb per week of free network use,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,North Dakota State University,FTP server is allowed by the University firewall,Students have a quota of 5 GB per day. The quota is reset at 6am,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Illinois - Urbana Champaign,Rutgers University,FTP server is allowed by the University firewall,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP server is allowed by the University firewall,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP server is allowed by the University firewall,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Urbana Champaign,Missouri State University,FTP server is allowed by the University firewall,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('gateway') add middlebox('firewall') allow protocol('FTP'),"define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rose-Hulman Institute of Technology,Columbia University,Students data limit is 100 GB per week,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')",1,1
Rose-Hulman Institute of Technology,Rutgers University,Students data limit is 100 GB per week,The system passively monitors the network throughput when traffic is light,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),0,0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,Students data limit is 100 GB per week,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')",0,1
Rose-Hulman Institute of Technology,Carnegie Mellon University,Students data limit is 100 GB per week,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,1
Rose-Hulman Institute of Technology,Carnegie Mellon University,Students data limit is 100 GB per week,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,1
Rose-Hulman Institute of Technology,Columbia University,Students data limit is 100 GB per week,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",1,1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,1
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Rose-Hulman Institute of Technology,University of Illinois - Chicago,Students data limit is 100 GB per week,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Rose-Hulman Institute of Technology,University of Illinois - Urbana Champaign,Students data limit is 100 GB per week,FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Rose-Hulman Institute of Technology,Cornell University,Students data limit is 100 GB per week,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",1,1
Rose-Hulman Institute of Technology,University of Texas - Austin,Students data limit is 100 GB per week,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Rose-Hulman Institute of Technology,North Dakota State University,Students data limit is 100 GB per week,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",1,1
Rose-Hulman Institute of Technology,Rutgers University,Students data limit is 100 GB per week,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Rose-Hulman Institute of Technology,Missouri State University,Students data limit is 100 GB per week,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('100', 'gb/wk')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,1
Columbia University,Rutgers University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,The system passively monitors the network throughput when traffic is light,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),0,0
Columbia University,University of Illinois - Chicago,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')",0,0
Columbia University,Carnegie Mellon University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,0
Columbia University,Carnegie Mellon University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,0
Columbia University,Columbia University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",1,0
Columbia University,Rose-Hulman Institute of Technology,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,0
Columbia University,Rose-Hulman Institute of Technology,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Columbia University,University of Illinois - Chicago,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Columbia University,University of Illinois - Urbana Champaign,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,FTP and SFTP traffic is allowed for all students,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Columbia University,Cornell University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",1,1
Columbia University,University of Texas - Austin,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Columbia University,North Dakota State University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",1,1
Columbia University,Rutgers University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Columbia University,Rose-Hulman Institute of Technology,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Columbia University,Rose-Hulman Institute of Technology,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Columbia University,Missouri State University,Students 5000 Megabyte per hr download quotas are on 10 AM to Midnight,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('10', 'gb/d') start hour(10:00) end hour('00:00')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rutgers University,University of Illinois - Chicago,The system passively monitors the network throughput when traffic is light,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') set quota('6', 'gb/d') start hour('00:00') end hour('23:59')",0,0
Rutgers University,Carnegie Mellon University,The system passively monitors the network throughput when traffic is light,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('gateway') set quota('5000', 'mb/h')",0,0
Rutgers University,Carnegie Mellon University,The system passively monitors the network throughput when traffic is light,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('hosts') add middlebox('overuse notification') set quota('10', 'gb/wk')",0,0
Rutgers University,Columbia University,The system passively monitors the network throughput when traffic is light,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",0,0
Rutgers University,Rose-Hulman Institute of Technology,The system passively monitors the network throughput when traffic is light,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('hosts') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",0,0
Rutgers University,Rose-Hulman Institute of Technology,The system passively monitors the network throughput when traffic is light,The individual will have a 4 Mbps bandwidth rate limit,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '4', 'mbps')",0,0
Rutgers University,University of Illinois - Chicago,The system passively monitors the network throughput when traffic is light,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)",0,0
Rutgers University,University of Illinois - Urbana Champaign,The system passively monitors the network throughput when traffic is light,FTP and SFTP traffic is allowed for all students,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')",0,0
Rutgers University,Cornell University,The system passively monitors the network throughput when traffic is light,Students have 200 GB of Free monthly usage,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
Rutgers University,University of Texas - Austin,The system passively monitors the network throughput when traffic is light,Faculty members have 500 Gb per week of free network use,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Rutgers University,North Dakota State University,The system passively monitors the network throughput when traffic is light,Students have a quota of 5 GB per day. The quota is reset at 6am,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
Rutgers University,Rutgers University,The system passively monitors the network throughput when traffic is light,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Rutgers University,Rose-Hulman Institute of Technology,The system passively monitors the network throughput when traffic is light,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Rutgers University,Rose-Hulman Institute of Technology,The system passively monitors the network throughput when traffic is light,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('gateway') add middlebox('traffic monitor'),"define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
