hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for service('stremio'), service('popcorn-time'), group('racks') add middlebox('load-balancer') set quota('upload', '6', 'gb/wk')","define intent stnIntent: for traffic('torrent'), service('popcorn-time'), group('servers') add middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('ids') set quota('download', '9', 'gb/wk')",synonym,1,0,"[4, 0, 1440, 0, 0, 0, 1.0, 1.0, 0.748676663760511, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for traffic('torrent'), service('bittorrent'), group('guests') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '10', 'mbps')","define intent stnIntent: for traffic('peer2peer'), service('stremio'), group('professors') add middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '30', 'mbps')",path,0,1,"[6, 0, 1440, 0, 0, 0, 1.0, 0.7955379610609296, 0.8682800363815814, 0.6488924230007598, 0, 0.3787589715385559]"
"define intent hypIntent: for group('guests') set bandwidth('max', '90', 'mbps')","define intent stnIntent: for group('guests') set bandwidth('max', '70', 'mbps')",qos,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('instagram'), service('netflix'), group('students') add middlebox('ids'), middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '40', 'mbps')","define intent stnIntent: for service('popcorn-time'), group('students') add middlebox('load-balancer') set quota('upload', '1', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0.46985108537584347, 1.0, 0, 0, 0.6352196413803582]"
"define intent hypIntent: for group('guests') set bandwidth('min', '50', 'mbps')","define intent stnIntent: for group('guests') set bandwidth('max', '40', 'mbps')",qos,0,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') add middlebox('dpi') set bandwidth('max', '70', 'mbps')","define intent stnIntent: for group('students') add middlebox('parental-control'), middlebox('firewall') set quota('download', '7', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.166') for protocol('https'), service('stremio') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '80', 'mbps') start hour('0:44') end hour('5:2')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.125') for protocol('https'), service('stremio') add middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('max', '60', 'mbps') start hour('17:41') end hour('23:0')",path,0,0,"[3, 0, 0, 0, 0, 0, 0.6562631332691311, 1.0, 1.0, 0, 1.0, 1.0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.111') add middlebox('firewall') set bandwidth('max', '20', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.105') add middlebox('parental-control'), middlebox('dpi'), middlebox('ids'), middlebox('firewall') set bandwidth('max', '50', 'mbps')",path,0,1,"[5, 0, 1440, 0, 0, 1, 0.6318344320617537, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), service('amazon-prime'), group('guests') add middlebox('load-balancer') set quota('upload', '2', 'gb/wk')","define intent stnIntent: for service('vimeo'), service('stremio'), group('guests') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer') set quota('upload', '1', 'gb/wk')",path,0,1,"[4, 0, 1440, 0, 1, 0, 1.0, 0.5506730373828779, 1.0, 0, 0, 1.0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.129') for service('facebook'), service('amazon-prime') add middlebox('ids'), middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.127') for traffic('social-media'), service('amazon-prime') add middlebox('ids'), middlebox('parental-control'), middlebox('firewall') set bandwidth('max', '60', 'mbps')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.7522376498653854, 1.0, 1.0, 0, 0, 0.37079212932417294]"
"define intent hypIntent: for group('professors') set quota('download', '8', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') set bandwidth('min', '20', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: for traffic('social-media'), traffic('streaming'), group('guest users') add middlebox('load-balancer'), middlebox('parental-control') set quota('download', '5', 'gb/wk')","define intent stnIntent: for traffic('torrent'), service('stremio'), group('guests') add middlebox('ids') set bandwidth('max', '40', 'mbps')",synonym,0,0,"[6, 1, 1440, 0, 1, 0, 1.0, 0, 0.4746275352184375, 0.5578496808918569, 0, 0]"
"define intent hypIntent: for protocol('https'), traffic('peer2peer'), group('guests') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') start hour('23:16') end hour('4:39')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.50') for traffic('social-media'), service('youtube') add middlebox('firewall'), middlebox('load-balancer') start hour('17:45') end hour('23:4')",time,0,1,"[5, 1, 0, 0, 0, 0, 0.0, 0, 0.0, 0.4367431766106368, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') for traffic('peer2peer'), protocol('icmp') add middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('dpi') set bandwidth('min', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') for protocol('quic'), traffic('peer2peer') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set bandwidth('max', '70', 'mbps')",negation,1,0,"[5, 0, 1440, 0, 0, 0, 0.724423252605109, 0, 1.0, 1.0, 0.48756524141005175, 0]"
"define intent hypIntent: for group('guests') set quota('upload', '4', 'gb/wk')","define intent stnIntent: for group('guests') set bandwidth('min', '50', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.170') for traffic('torrent'), service('youtube') add middlebox('ids') set bandwidth('max', '50', 'mbps') start hour('0:54') end hour('6:5')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') for service('bittorrent'), service('instagram') add middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') set quota('upload', '2', 'gb/wk') start hour('17:32') end hour('23:36')",path,0,0,"[2, 1, 0, 0, 0, 0, 0.6384111484245084, 0.732241166144113, 1.0, 0, 0, 0.30894633570391095]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') for service('amazon-prime'), protocol('ftp') add middlebox('firewall'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids'), middlebox('parental-control') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') for traffic('peer2peer'), service('stremio') add middlebox('dpi'), middlebox('ids') set quota('upload', '9', 'gb/wk')",hierarchical,0,0,"[5, 1, 1440, 0, 0, 1, 0.5486280710991046, 0.5506730373828779, 1.0, 0, 0, 0.10537209537394576]"
"define intent hypIntent: for group('servers') set quota('upload', '9', 'gb/wk')","define intent stnIntent: for group('servers') set bandwidth('max', '50', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.100') for traffic('streaming'), service('popcorn-time') add middlebox('ids'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set quota('upload', '3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.87') for service('vimeo'), protocol('http') add middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control') set quota('download', '5', 'gb/wk')",path,0,1,"[5, 0, 1440, 0, 0, 1, 0.6840421768661521, 0.3886775607018999, 1.0, 0, 0, 0.30487228837114916]"
"define intent hypIntent: for group('racks') add middlebox('dpi') set bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('servers') add middlebox('parental-control') set quota('upload', '5', 'gb/wk')",synonym,0,0,"[5, 1, 1440, 0, 0, 0, 1.0, 0, 0.748676663760511, 0, 0, 0]"
"define intent hypIntent: for protocol('telnet'), service('youtube'), group('students') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') start hour('0:27') end hour('4:49')","define intent stnIntent: for traffic('torrent'), service('amazon-prime'), group('students') add middlebox('dpi'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control') start hour('18:53') end hour('23:51')",time,0,1,"[5, 1, 0, 0, 1, 0, 1.0, 0.39882830657455226, 1.0, 0, 0, 0.37079212932417294]"
"define intent hypIntent: for group('students') set bandwidth('max', '30', 'mbps')","define intent stnIntent: for group('students') set bandwidth('min', '20', 'mbps')",qos,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('facebook'), traffic('peer2peer'), group('servers') add middlebox('load-balancer') set quota('upload', '5', 'gb/wk')","define intent stnIntent: for protocol('tcp'), protocol('icmp'), group('guests') add middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set quota('upload', '1', 'gb/wk')",path,0,0,"[4, 0, 1440, 0, 0, 0, 1.0, 0, 0.7493072094942537, 0, 0, 0]"
"define intent hypIntent: for service('amazon-prime'), service('youtube'), group('racks') add middlebox('firewall') set bandwidth('max', '50', 'mbps')","define intent stnIntent: for service('instagram'), protocol('icmp'), group('servers') add middlebox('parental-control') set quota('upload', '7', 'gb/wk')",synonym,0,0,"[5, 1, 1440, 0, 0, 0, 1.0, 0.732241166144113, 0.748676663760511, 0, 0, 0.37079212932417294]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.174') add middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer') set bandwidth('max', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.166') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set bandwidth('min', '90', 'mbps')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.5783145496176769, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.82') for traffic('peer2peer') add middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') start hour('0:48') end hour('5:12')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.76') for service('instagram'), traffic('streaming') add middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') start hour('17:17') end hour('23:17')",time,0,0,"[5, 1, 0, 0, 0, 1, 0.6934810919545846, 0, 1.0, 0.4855904475742499, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.127') for service('facebook'), protocol('ftp') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '10', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.132') for protocol('telnet'), traffic('streaming') add middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer'), middlebox('ids') set bandwidth('min', '60', 'mbps')",negation,0,0,"[5, 1, 1440, 0, 0, 0, 0.5610747871469081, 0, 1.0, 0, 0.5156449039616564, 0]"
"define intent hypIntent: for traffic('torrent'), service('instagram'), group('guests') add middlebox('firewall'), middlebox('dpi') set quota('upload', '4', 'gb/wk') start hour('23:44') end hour('5:27')","define intent stnIntent: for service('vimeo'), service('instagram'), group('students') add middlebox('parental-control') set bandwidth('max', '20', 'mbps') start hour('18:24') end hour('23:30')",path,0,0,"[5, 1, 0, 0, 0, 1, 1.0, 1.0, 0.8863471929162017, 0, 0, 0.30487228837114916]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.201') add middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('parental-control') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.41.203') add middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '90', 'mbps')",negation,1,1,"[5, 0, 1440, 0, 0, 0, 0.5953156247152661, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') for service('vimeo'), service('amazon-prime') add middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('min', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.155') for service('netflix'), service('popcorn-time') add middlebox('dpi') set quota('upload', '2', 'gb/wk')",path,0,0,"[2, 1, 1440, 0, 0, 0, 0.6595070412856393, 0.5917500051015526, 1.0, 0, 0, 0.30487228837114916]"
"define intent hypIntent: for group('students') set bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('students') set quota('upload', '9', 'gb/wk')",qos,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('racks') add middlebox('load-balancer') set quota('upload', '8', 'gb/wk')","define intent stnIntent: for group('servers') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '80', 'mbps')",synonym,0,0,"[5, 1, 1440, 0, 0, 0, 1.0, 0, 0.748676663760511, 0, 0, 0]"
"define intent hypIntent: for service('vimeo'), service('instagram'), group('guests') add middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('min', '70', 'mbps')","define intent stnIntent: for service('amazon-prime'), protocol('udp'), group('guests') add middlebox('ids'), middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set quota('download', '8', 'gb/wk')",negation,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0.4997795429756144, 1.0, 0, 0, 0.28248267019709405]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.52') for traffic('streaming'), protocol('icmp') add middlebox('firewall'), middlebox('ids') set bandwidth('max', '40', 'mbps') start hour('20:24') end hour('5:48')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') for service('bittorrent'), service('netflix') add middlebox('dpi') set bandwidth('min', '70', 'mbps') start hour('20:52') end hour('4:55')",time,1,1,"[5, 0, 0, 0, 0, 0, 0.8320653886205114, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('amazon-prime'), protocol('ftp'), group('guests') add middlebox('firewall') set quota('download', '8', 'gb/wk') start hour('19:8') end hour('5:3')","define intent stnIntent: for traffic('torrent'), service('stremio'), group('guests') add middlebox('load-balancer') set bandwidth('max', '70', 'mbps') start hour('19:14') end hour('5:30')",time,1,0,"[4, 1, 0, 0, 1, 0, 1.0, 0.5506730373828779, 1.0, 0, 0, 0.33729505277183147]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.173') for traffic('torrent'), service('facebook') add middlebox('firewall'), middlebox('ids') set quota('upload', '1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.169') for service('facebook'), service('amazon-prime') add middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set quota('download', '7', 'gb/wk')",path,0,1,"[5, 0, 1440, 0, 0, 0, 0.7523033889032111, 0.42299067288472325, 1.0, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for group('students') set bandwidth('max', '90', 'mbps')","define intent stnIntent: for group('students') set quota('download', '8', 'gb/wk')",qos,0,0,"[5, 1, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.23') for traffic('social-media'), service('popcorn-time') add middlebox('parental-control'), middlebox('ids') set bandwidth('max', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') for service('netflix') add middlebox('load-balancer') set quota('download', '3', 'gb/wk')",hierarchical,0,0,"[5, 1, 1440, 0, 0, 1, 0.724423252605109, 0.46985108537584347, 1.0, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for service('vimeo'), protocol('udp'), group('servers') set bandwidth('min', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') for service('bittorrent'), traffic('streaming') set bandwidth('max', '40', 'mbps')",path,0,1,"[5, 0, 1440, 0, 0, 0, 0.0, 0.5695095848270609, 0.0, 0, 0, 0]"
"define intent hypIntent: for group('professor') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('firewall'), middlebox('ids')","define intent stnIntent: for group('professors') add middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer')",synonym,0,0,"[5, 1, 1440, 0, 2, 0, 1.0, 0, 0.32668396731546334, 0, 0, 0]"
"define intent hypIntent: for protocol('snmp'), protocol('http'), group('server racks') add middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '40', 'mbps')","define intent stnIntent: for service('vimeo'), protocol('http'), group('servers') add middlebox('dpi') set bandwidth('max', '10', 'mbps')",synonym,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 0.48462462901772635, 0, 1.0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.125') set quota('download', '4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.118') set quota('upload', '8', 'gb/wk')",qos,1,0,"[5, 0, 1440, 0, 0, 0, 0.6658117295229428, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for traffic('torrent'), service('popcorn-time'), group('servers') add middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi') start hour('0:14') end hour('4:11')","define intent stnIntent: for service('amazon-prime'), service('stremio'), group('servers') add middlebox('dpi'), middlebox('firewall') start hour('17:51') end hour('23:28')",time,0,0,"[4, 1, 0, 0, 1, 0, 1.0, 0.4691852800257026, 1.0, 0, 0, 0.6819427859876516]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.121') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids'), middlebox('firewall') start hour('0:45') end hour('4:26')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.116') add middlebox('parental-control') start hour('18:14') end hour('23:24'),time,0,0,"[5, 1, 0, 0, 0, 1, 0.7129999676092688, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('professors') set quota('upload', '5', 'gb/wk')","define intent stnIntent: for group('professors') set quota('download', '3', 'gb/wk')",qos,1,1,"[5, 0, 1440, 0, 2, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('stremio'), traffic('streaming'), group('server racks') set bandwidth('min', '90', 'mbps')","define intent stnIntent: for traffic('torrent'), service('youtube'), group('servers') set bandwidth('max', '90', 'mbps')",synonym,1,1,"[4, 0, 1440, 0, 1, 0, 1.0, 0.6149710228569822, 0.48462462901772635, 0.5578496808918569, 0, 0]"
"define intent hypIntent: for service('stremio'), service('popcorn-time'), group('servers') add middlebox('ids') set bandwidth('min', '40', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.83') for service('facebook'), service('amazon-prime') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer') set bandwidth('max', '20', 'mbps')",path,0,0,"[3, 0, 1440, 0, 0, 0, 0.0, 0.5917500051015526, 0.0, 0, 0, 0.19478983913517922]"
"define intent hypIntent: for group('students') add middlebox('dpi') set quota('download', '8', 'gb/wk')","define intent stnIntent: for group('students') add middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set quota('download', '4', 'gb/wk')",negation,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('instagram'), traffic('streaming'), group('servers') set bandwidth('min', '10', 'mbps')","define intent stnIntent: for traffic('torrent'), service('youtube'), group('servers') set bandwidth('max', '40', 'mbps')",path,0,1,"[4, 0, 1440, 0, 1, 0, 1.0, 0.732241166144113, 1.0, 0.5578496808918569, 0, 0]"
"define intent hypIntent: for group('students') set bandwidth('min', '20', 'mbps')","define intent stnIntent: for group('students') set bandwidth('min', '90', 'mbps')",qos,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('instagram'), service('netflix'), group('pupil') add middlebox('ids'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '70', 'mbps')","define intent stnIntent: for service('instagram'), traffic('peer2peer'), group('students') add middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control'), middlebox('firewall') set bandwidth('max', '40', 'mbps')",synonym,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0.7251786007554776, 0.3055878446121426, 0, 0, 0.33729505277183147]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.151') add middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall') set quota('download', '3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') add middlebox('firewall') set bandwidth('max', '30', 'mbps')",negation,0,0,"[5, 1, 1440, 0, 0, 1, 0.6249323868642425, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('bittorrent'), protocol('udp'), group('professors') add middlebox('parental-control') set quota('upload', '2', 'gb/wk')","define intent stnIntent: for service('facebook'), protocol('ftp'), group('professors') add middlebox('dpi'), middlebox('ids') set bandwidth('min', '80', 'mbps')",negation,0,0,"[5, 1, 1440, 0, 2, 0, 1.0, 0.5348474783137586, 1.0, 0, 0.6801827191373483, 0.10537209537394576]"
"define intent hypIntent: for traffic('torrent'), protocol('sftp'), group('scholar') add middlebox('parental-control'), middlebox('load-balancer') set bandwidth('min', '70', 'mbps')","define intent stnIntent: for service('facebook'), service('bittorrent'), group('students') add middlebox('dpi'), middlebox('parental-control') set quota('upload', '1', 'gb/wk')",synonym,0,0,"[5, 1, 1440, 0, 1, 1, 1.0, 0, 0.30505343803657853, 0, 0, 0]"
"define intent hypIntent: for service('facebook'), protocol('telnet'), group('students') add middlebox('ids'), middlebox('parental-control') start hour('23:35') end hour('5:56')","define intent stnIntent: for protocol('telnet'), traffic('social-media'), group('students') add middlebox('dpi'), middlebox('load-balancer'), middlebox('ids') start hour('19:2') end hour('23:11')",time,0,0,"[5, 1, 0, 0, 1, 0, 1.0, 0, 1.0, 0, 1.0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.60') for service('bittorrent'), traffic('streaming') add middlebox('dpi'), middlebox('ids') set bandwidth('min', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.54') for service('stremio'), traffic('streaming') add middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control') set bandwidth('max', '80', 'mbps')",hierarchical,1,0,"[5, 0, 1440, 0, 2, 1, 0.6205701074887555, 0.7955379610609296, 1.0, 1.0, 0, 0.10537209537394576]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.87') for service('instagram'), protocol('http') add middlebox('dpi'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.89') for service('bittorrent'), service('instagram') add middlebox('dpi'), middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids')",negation,1,0,"[5, 1, 1440, 0, 0, 0, 0.7422386658460026, 1.0, 1.0, 0, 0, 1.0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.84') for protocol('telnet'), traffic('streaming') add middlebox('dpi'), middlebox('ids') set bandwidth('max', '10', 'mbps') start hour('1:6') end hour('4:47')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.137') for traffic('torrent'), service('facebook') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set bandwidth('max', '20', 'mbps') start hour('17:33') end hour('22:56')",path,0,0,"[2, 0, 0, 0, 0, 0, 0.6759807299056686, 0, 1.0, 0.5578496808918569, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.148') for service('bittorrent'), traffic('social-media') set bandwidth('max', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.31.138') for service('vimeo'), service('instagram') set bandwidth('min', '50', 'mbps')",hierarchical,1,1,"[5, 0, 1440, 0, 0, 1, 0.7553493708308776, 0.6927166989236211, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.76') set bandwidth('min', '80', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.17.82') set quota('download', '5', 'gb/wk')",qos,0,0,"[5, 1, 1440, 0, 0, 0, 0.6934810919545846, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for group('students') set quota('upload', '1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set bandwidth('max', '40', 'mbps')",qos,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.175') add middlebox('dpi'), middlebox('firewall'), middlebox('ids'), middlebox('parental-control') start hour('0:18') end hour('4:59')",define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.34.176') add middlebox('ids') start hour('18:16') end hour('23:8'),time,0,0,"[5, 1, 0, 0, 0, 0, 0.6813272744543696, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') add middlebox('firewall'), middlebox('dpi') set quota('upload', '4', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') add middlebox('dpi'), middlebox('parental-control'), middlebox('ids') set bandwidth('max', '90', 'mbps')",hierarchical,0,0,"[5, 1, 1440, 0, 0, 1, 0.6134297363649963, 0, 1.0, 0, 0, 0]"
"define intent hypIntent: for service('netflix'), protocol('icmp'), group('server racks') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set quota('upload', '7', 'gb/wk')","define intent stnIntent: for protocol('tcp'), protocol('icmp'), group('servers') add middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set quota('upload', '8', 'gb/wk')",synonym,1,1,"[5, 0, 1440, 0, 1, 0, 1.0, 0, 0.48462462901772635, 0, 1.0, 0]"
"define intent hypIntent: for group('servers') set bandwidth('max', '20', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.28') set quota('download', '5', 'gb/wk')",qos,0,0,"[5, 1, 1440, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]"
