hypothesis,sentence,type,conflict,prediction,features
"define intent hypIntent: for group('faculty') remove middlebox('dpi') set bandwidth('min', '80', 'mbps') block service('vimeo'), protocol('quic')","define intent stnIntent: for group('staff') add middlebox('load-balancer') set quota('7', 'gb/wk') allow protocol('snmp'), service('facebook')",synonym,0,0,"[1.0, 1.0, 0.563273977752648, 0.7235375605134609, 0, 0, 0.28248267019709405, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('dpi'), middlebox('firewall') set bandwidth('min', '20', 'mbps')","define intent stnIntent: for group('staff') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set bandwidth('min', '10', 'mbps')",synonym,0,1,"[1.0, 1.0, 0, 0.7235375605134609, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
define intent hypIntent: for group('staff') remove middlebox('load-balancer') start timestamp('2019-01-25 21:45:24.251276') end timestamp('2019-01-26 02:57:24.251281'),"define intent stnIntent: for group('staff') remove middlebox('parental-control'), middlebox('ids') start timestamp('2019-01-25 16:04:24.251264') end timestamp('2019-01-25 20:46:24.251270')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0.016666664999999914, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.121') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.123') set bandwidth('min', '80', 'mbps')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('firewall'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') allow traffic('torrent'), traffic('streaming') start timestamp('2019-01-25 21:22:22.451638') end timestamp('2019-01-26 03:54:22.451644')","define intent stnIntent: for group('professors') remove middlebox('parental-control'), middlebox('dpi') allow service('vimeo'), protocol('quic') start timestamp('2019-01-25 16:46:22.451599') end timestamp('2019-01-25 20:49:22.451621')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0.4499999952777778, 0, 1, 0, 1, 2, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.85') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall') block traffic('torrent'), traffic('social-media') start timestamp('2019-01-25 22:39:09.528263') end timestamp('2019-01-26 02:37:09.528268')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.21.89') remove middlebox('ids') allow protocol('icmp'), service('instagram') start timestamp('2019-01-25 16:20:09.528230') end timestamp('2019-01-25 20:18:09.528255')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids'), middlebox('dpi') set quota('3', 'gb/wk') block protocol('ftp'), service('popcorn-time')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer') set quota('1', 'gb/wk') allow service('vimeo'), protocol('ftp')",negation,1,1,"[0.0, 0.0, 0.3886775606171168, 0.0, 0, 0, 0.28248267019709405, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('ids') unset quota('5', 'gb/wk') block protocol('smtp'), traffic('streaming') start timestamp('2019-01-25 18:16:28.991814') end timestamp('2019-01-26 02:28:28.991820')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.16') add middlebox('ids'), middlebox('load-balancer'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi') set bandwidth('min', '30', 'mbps') allow service('amazon-prime'), service('popcorn-time') start timestamp('2019-01-25 18:04:28.991782') end timestamp('2019-01-26 02:24:28.991807')",time,1,1,"[0.0, 0.0, 0, 0.0, 0, 9.13333333138889, 0, 1, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') block protocol('tcp'), service('netflix')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.34') add middlebox('load-balancer'), middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') allow service('amazon-prime'), traffic('peer2peer')",domain,1,1,"[0.0, 0.0, 0.5785126258787969, 0.0, 0, 0, 0.10537209537394576, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') set quota('3', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') unset quota('8', 'gb/wk')",qos,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('max', '70', 'mbps') block traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.117') add middlebox('ids'), middlebox('firewall'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '60', 'mbps') allow protocol('http'), service('facebook')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 2, 0, 0, 0, 2]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.31') remove middlebox('load-balancer'), middlebox('ids') set quota('3', 'gb/wk') block traffic('social-media'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') add middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '80', 'mbps') allow service('stremio'), service('netflix')",hierarchical,0,0,"[1.0, 1.0, 0.5736901694561233, 1.0, 0, 0, 0.30894633570391095, 1, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.95') remove middlebox('dpi') block service('facebook'), service('netflix') start timestamp('2019-01-25 22:50:42.440003') end timestamp('2019-01-26 03:38:42.440009')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.102') add middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') allow service('facebook'), service('netflix') start timestamp('2019-01-25 15:30:42.439976') end timestamp('2019-01-25 20:52:42.439995')",time,0,0,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0.3787589715385559, 1, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('ids'), middlebox('load-balancer') set quota('7', 'gb/wk') block protocol('udp'), service('bittorrent')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.29') add middlebox('firewall'), middlebox('load-balancer'), middlebox('ids') set quota('3', 'gb/wk') allow service('facebook'), service('bittorrent')",domain,1,1,"[0.0, 0.0, 1.0, 0.0, 0, 0, 0.19478983913517922, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') add middlebox('firewall') set bandwidth('min', '30', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.36') remove middlebox('parental-control'), middlebox('dpi') set quota('6', 'gb/wk')",negation,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.123') set bandwidth('min', '40', 'mbps') block service('vimeo'), traffic('social-media')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.117') set bandwidth('max', '80', 'mbps') allow protocol('http'), service('instagram')",hierarchical,1,0,"[1.0, 1.0, 0.5698009641620756, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: for group('scholar') set quota('3', 'gb/wk') block traffic('peer2peer'), service('netflix')","define intent stnIntent: for group('students') set quota('4', 'gb/wk') allow traffic('peer2peer'), protocol('http')",synonym,1,1,"[1.0, 1.0, 0, 0.30505343803657853, 1.0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('prof') add middlebox('load-balancer'), middlebox('dpi') set bandwidth('max', '90', 'mbps')","define intent stnIntent: for group('professors') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') set quota('9', 'gb/wk')",synonym,0,0,"[1.0, 1.0, 0, 0.5339977351212731, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('ids'), middlebox('dpi') set quota('6', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('parental-control'), middlebox('ids') set bandwidth('max', '50', 'mbps')",negation,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 0, 1, 0, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('parental-control'), middlebox('ids'), middlebox('dpi') set bandwidth('max', '40', 'mbps') block traffic('torrent'), traffic('streaming')","define intent stnIntent: for group('staff') add middlebox('parental-control') set bandwidth('min', '50', 'mbps') allow service('instagram'), service('facebook')",synonym,1,1,"[1.0, 1.0, 0, 0.7235375605134609, 0, 0, 0, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('parental-control'), middlebox('firewall'), middlebox('ids') set quota('6', 'gb/wk') block traffic('peer2peer'), service('facebook')","define intent stnIntent: for group('staff') add middlebox('firewall'), middlebox('load-balancer'), middlebox('ids'), middlebox('dpi'), middlebox('parental-control') set quota('1', 'gb/wk') allow service('facebook')",synonym,1,1,"[1.0, 1.0, 1.0, 0.7235375605134609, 0, 0, 0.10537209537394576, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') unset quota('1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') set quota('3', 'gb/wk')",qos,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') unset bandwidth('max', '90', 'mbps') block protocol('icmp'), service('netflix')","define intent stnIntent: for group('staff') remove middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') set quota('6', 'gb/wk') allow service('stremio'), protocol('icmp')",non_coreferent,0,0,"[1.0, 1.0, 0.6732380436627197, 0.32444239195558205, 0, 0, 0.30894633570391095, 1, 2, 1, 0, 0, 4]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.143') set bandwidth('min', '50', 'mbps') allow traffic('social-media'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.32.140') set quota('2', 'gb/wk') allow traffic('torrent'), service('facebook')",hierarchical,0,0,"[1.0, 1.0, 1.0, 1.0, 0.424512941502927, 0, 0, 1, 0, 1, 0, 1, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('ids') set quota('6', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set quota('9', 'gb/wk')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.12.57') remove middlebox('ids'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi') set bandwidth('min', '30', 'mbps') start timestamp('2019-01-25 21:54:51.846169') end timestamp('2019-01-26 03:27:51.846174')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.22.95') add middlebox('load-balancer'), middlebox('parental-control'), middlebox('ids') unset quota('5', 'gb/wk') start timestamp('2019-01-25 15:50:51.846142') end timestamp('2019-01-25 20:45:51.846162')",non_coreferent,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 2, 0, 0, 0, 2]"
"define intent hypIntent: for group('dorms') set bandwidth('min', '60', 'mbps')","define intent stnIntent: for group('dorms') unset quota('8', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.111') remove middlebox('ids'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') block protocol('udp'), traffic('streaming') start timestamp('2019-01-25 22:55:58.242552') end timestamp('2019-01-26 02:44:58.242557')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('firewall'), middlebox('load-balancer') allow service('facebook') start timestamp('2019-01-25 16:38:58.242523') end timestamp('2019-01-25 21:32:58.242544')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('prof') set quota('9', 'gb/wk') block protocol('quic'), service('facebook')","define intent stnIntent: for group('professors') set quota('6', 'gb/wk') allow protocol('quic'), service('facebook')",synonym,1,1,"[1.0, 1.0, 1.0, 0.5339977351212731, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') unset quota('4', 'gb/wk')","define intent stnIntent: for group('staff') set quota('6', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') add middlebox('parental-control') set bandwidth('min', '60', 'mbps') block service('amazon-prime'), service('stremio') start timestamp('2019-01-25 22:54:17.953280') end timestamp('2019-01-26 04:02:17.953285')","define intent stnIntent: for group('students') remove middlebox('dpi') unset bandwidth('max', '40', 'mbps') allow service('amazon-prime'), traffic('streaming') start timestamp('2019-01-25 15:33:17.953250') end timestamp('2019-01-25 20:15:17.953272')",non_coreferent,0,0,"[1.0, 1.0, 0.5506730373828779, 0.32444239195558205, 0, 0, 0.30487228837114916, 1, 3, 1, 0, 0, 4]"
"define intent hypIntent: for group('staff') add middlebox('dpi'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall') unset bandwidth('max', '60', 'mbps') start timestamp('2019-01-25 18:13:56.694070') end timestamp('2019-01-26 03:17:56.694075')","define intent stnIntent: for group('staff') add middlebox('parental-control'), middlebox('ids'), middlebox('load-balancer'), middlebox('firewall') unset bandwidth('max', '30', 'mbps') start timestamp('2019-01-25 18:00:56.694043') end timestamp('2019-01-26 02:32:56.694063')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 9.316666664722222, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('dpi'), middlebox('load-balancer') start timestamp('2019-01-25 22:02:08.835441') end timestamp('2019-01-26 02:22:08.835446')","define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('dpi') start timestamp('2019-01-25 16:03:08.835405') end timestamp('2019-01-25 20:19:08.835433')",time,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') unset quota('7', 'gb/wk')","define intent stnIntent: for group('dorms') set quota('9', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('firewall') set bandwidth('min', '60', 'mbps') allow service('amazon-prime'), service('instagram')","define intent stnIntent: for group('dorms') add middlebox('load-balancer'), middlebox('ids') set quota('4', 'gb/wk') allow protocol('sftp'), traffic('streaming')",negation,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('ids') set bandwidth('min', '50', 'mbps') block protocol('tcp'), service('stremio') start timestamp('2019-01-25 21:36:18.571799') end timestamp('2019-01-26 03:33:18.571803')","define intent stnIntent: for group('dorms') add middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall') set bandwidth('max', '80', 'mbps') block protocol('sftp'), service('popcorn-time') start timestamp('2019-01-25 15:47:18.571790') end timestamp('2019-01-25 21:02:18.571794')",non_coreferent,0,0,"[1.0, 1.0, 0.4691852799233581, 0.7723937946330593, 0, 0.43333333194444446, 0.30894633570391095, 1, 1, 1, 0, 0, 4]"
"define intent hypIntent: for group('dorms') remove middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set quota('8', 'gb/wk')","define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('ids'), middlebox('load-balancer') set quota('3', 'gb/wk')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') remove middlebox('parental-control') set bandwidth('max', '40', 'mbps') block traffic('peer2peer'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') add middlebox('firewall'), middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set bandwidth('max', '80', 'mbps') allow protocol('sftp'), traffic('streaming')",hierarchical,1,1,"[1.0, 1.0, 0, 1.0, 1.0, 0, 0, 1, 2, 1, 0, 1, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.124') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '70', 'mbps') block traffic('peer2peer'), protocol('telnet')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.27.117') add middlebox('parental-control'), middlebox('load-balancer') set bandwidth('max', '80', 'mbps') allow traffic('streaming'), service('bittorrent')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0.4855904475742499, 0, 0, 1, 2, 1, 0, 1, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set bandwidth('min', '70', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.39') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('ids') set bandwidth('min', '80', 'mbps')",domain,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') remove middlebox('parental-control') set quota('5', 'gb/wk') block service('amazon-prime'), service('facebook')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.27') add middlebox('parental-control'), middlebox('dpi') set quota('2', 'gb/wk') allow service('youtube'), service('facebook')",domain,1,1,"[0.0, 0.0, 1.0, 0.0, 0, 0, 0.30487228837114916, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('professors') set bandwidth('max', '90', 'mbps')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.7.26') unset quota('7', 'gb/wk')",qos,0,0,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 1, 1, 1, 0, 0, 5]"
"define intent hypIntent: for group('dorms') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control') set quota('9', 'gb/wk') block protocol('tcp'), service('netflix') start timestamp('2019-01-25 17:49:21.253019') end timestamp('2019-01-26 02:48:21.253024')","define intent stnIntent: for group('dorms') add middlebox('parental-control'), middlebox('ids'), middlebox('firewall'), middlebox('dpi') unset bandwidth('min', '80', 'mbps') allow protocol('quic'), traffic('social-media') start timestamp('2019-01-25 18:15:21.252992') end timestamp('2019-01-26 03:25:21.253012')",time,1,1,"[1.0, 1.0, 0, 1.0, 0, 9.550000008888889, 0, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('parental-control'), middlebox('firewall') set bandwidth('min', '10', 'mbps')","define intent stnIntent: for group('staff') remove middlebox('parental-control'), middlebox('ids'), middlebox('dpi'), middlebox('load-balancer') set bandwidth('min', '40', 'mbps')",synonym,0,1,"[1.0, 1.0, 0, 0.7235375605134609, 0, 0, 0, 0, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('prof') remove middlebox('ids'), middlebox('firewall') set bandwidth('min', '80', 'mbps')","define intent stnIntent: for group('professors') add middlebox('load-balancer'), middlebox('ids'), middlebox('firewall'), middlebox('dpi'), middlebox('parental-control') set bandwidth('min', '60', 'mbps')",synonym,1,1,"[1.0, 1.0, 0, 0.5339977351212731, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('load-balancer'), middlebox('ids'), middlebox('parental-control'), middlebox('dpi') set bandwidth('min', '40', 'mbps')","define intent stnIntent: for group('students') remove middlebox('ids') set quota('7', 'gb/wk')",negation,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('faculty') remove middlebox('parental-control'), middlebox('firewall'), middlebox('dpi'), middlebox('ids'), middlebox('load-balancer') set quota('9', 'gb/wk') block protocol('https'), service('bittorrent')","define intent stnIntent: for group('staff') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('dpi'), middlebox('firewall'), middlebox('ids') set quota('4', 'gb/wk') allow service('vimeo'), protocol('telnet')",synonym,1,1,"[1.0, 1.0, 0.5695095848270609, 0.7235375605134609, 0, 0, 0.19478983913517922, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorm') remove middlebox('dpi'), middlebox('ids') set bandwidth('max', '60', 'mbps') block protocol('smtp'), service('youtube')","define intent stnIntent: for group('dorms') add middlebox('dpi'), middlebox('ids'), middlebox('firewall'), middlebox('load-balancer') set bandwidth('min', '70', 'mbps') allow service('vimeo'), service('youtube')",synonym,1,1,"[1.0, 1.0, 1.0, 0.3533089167841037, 0, 0, 0.19478983913517922, 0, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') set bandwidth('max', '50', 'mbps') block protocol('quic'), traffic('streaming')","define intent stnIntent: for group('professors') set bandwidth('min', '40', 'mbps') allow service('amazon-prime'), protocol('https')",negation,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 2, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('firewall') unset bandwidth('min', '60', 'mbps') block service('stremio'), traffic('social-media') start timestamp('2019-01-25 18:31:01.679524') end timestamp('2019-01-26 03:51:01.679531')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.2.4') add middlebox('load-balancer'), middlebox('dpi'), middlebox('parental-control') set bandwidth('max', '80', 'mbps') allow service('stremio'), protocol('icmp') start timestamp('2019-01-25 18:59:01.679486') end timestamp('2019-01-26 03:48:01.679516')",time,1,1,"[0.0, 0.0, 1.0, 0.0, 0, 9.816666675, 0.37079212932417294, 1, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('faculty') set bandwidth('max', '60', 'mbps') block protocol('snmp'), service('netflix')","define intent stnIntent: for group('staff') set quota('4', 'gb/wk') block service('bittorrent'), service('popcorn-time')",synonym,0,0,"[1.0, 1.0, 0.4698510852733538, 0.7235375605134609, 0, 0, 0, 1, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('professors') add middlebox('ids') set quota('8', 'gb/wk') block service('vimeo'), traffic('torrent')","define intent stnIntent: for group('professors') add middlebox('firewall') set bandwidth('max', '20', 'mbps') allow service('amazon-prime'), traffic('social-media')",negation,0,0,"[1.0, 1.0, 0.5674444041271246, 1.0, 0.424512941502927, 0, 0.30894633570391095, 1, 1, 1, 2, 0, 5]"
"define intent hypIntent: for group('bookman') add middlebox('dpi') set quota('3', 'gb/wk') allow protocol('ftp'), service('netflix')","define intent stnIntent: for group('students') remove middlebox('ids') set bandwidth('max', '60', 'mbps') block protocol('tcp'), service('popcorn-time')",synonym,0,0,"[1.0, 1.0, 0.4698510852733538, 0.4038335404587993, 0, 0, 0.3787589715385559, 1, 2, 1, 1, 0, 5]"
"define intent hypIntent: for group('student_residence') remove middlebox('load-balancer'), middlebox('ids'), middlebox('firewall'), middlebox('dpi') set bandwidth('min', '80', 'mbps')","define intent stnIntent: for group('dorms') add middlebox('firewall'), middlebox('dpi') set bandwidth('max', '40', 'mbps')",synonym,1,0,"[1.0, 1.0, 0, 0.3516041317079731, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') unset bandwidth('max', '60', 'mbps')","define intent stnIntent: for group('staff') unset quota('5', 'gb/wk')",qos,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') remove middlebox('firewall'), middlebox('load-balancer'), middlebox('parental-control'), middlebox('dpi'), middlebox('ids') set quota('1', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('dpi'), middlebox('firewall'), middlebox('parental-control') set quota('4', 'gb/wk')",negation,1,1,"[0.0, 0.0, 0, 0.0, 0, 0, 0, 0, 1, 1, 0, 0, 5]"
"define intent hypIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.116') remove middlebox('load-balancer') set quota('7', 'gb/wk')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.24.106') add middlebox('dpi'), middlebox('parental-control') set bandwidth('max', '30', 'mbps')",hierarchical,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 0, 1, 5]"
"define intent hypIntent: for group('staff') remove middlebox('parental-control'), middlebox('firewall') unset quota('2', 'gb/wk') block protocol('tcp'), traffic('streaming') start timestamp('2019-01-25 18:08:54.478845') end timestamp('2019-01-26 03:03:54.478850')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.4.15') add middlebox('load-balancer') set bandwidth('max', '10', 'mbps') allow traffic('torrent'), service('youtube') start timestamp('2019-01-25 18:09:54.478817') end timestamp('2019-01-26 03:13:54.478838')",time,1,1,"[0.0, 0.0, 0, 0.0, 0.5578496808918569, 9.900000009166666, 0, 1, 3, 1, 0, 0, 5]"
"define intent hypIntent: for group('students') add middlebox('ids'), middlebox('firewall') set bandwidth('min', '90', 'mbps')","define intent stnIntent: for group('students') remove middlebox('dpi'), middlebox('load-balancer'), middlebox('parental-control') set quota('5', 'gb/wk')",negation,0,0,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 1, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('dorms') remove middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('load-balancer') set quota('3', 'gb/wk') block protocol('sftp'), service('stremio')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.11.37') add middlebox('parental-control'), middlebox('load-balancer'), middlebox('ids') set quota('8', 'gb/wk') allow protocol('sftp'), service('bittorrent')",domain,1,1,"[0.0, 0.0, 0.7955379610609296, 0.0, 0, 0, 0.19478983913517922, 0, 2, 1, 0, 0, 5]"
"define intent hypIntent: for group('staff') unset quota('8', 'gb/wk')","define intent stnIntent: for group('staff') set quota('5', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 1, 1, 1, 0, 5]"
"define intent hypIntent: for group('staff') set quota('7', 'gb/wk')","define intent stnIntent: for group('staff') set quota('9', 'gb/wk')",qos,1,1,"[1.0, 1.0, 0, 1.0, 0, 0, 0, 0, 0, 1, 1, 0, 5]"
"define intent hypIntent: for group('students') remove middlebox('ids'), middlebox('parental-control'), middlebox('dpi'), middlebox('firewall') block protocol('ftp'), traffic('streaming')","define intent stnIntent: from endpoint('19.16.1.1') to endpoint('172.16.14.60') add middlebox('firewall'), middlebox('dpi'), middlebox('ids') allow traffic('torrent'), service('youtube')",domain,0,0,"[0.0, 0.0, 0, 0.0, 0.5578496808918569, 0, 0, 1, 2, 1, 0, 0, 3]"
