repeat,feedback_round,text,recognized_entities,expected_entities,tp,fp,fn,recall,precision,f1_score
5,4,Forward all the external traffic to DMZ,"@target,@operation,@target,@target,","@operation,@origin,@destination,",1,1,2,0.3333333333333333,0.5,0.4
5,5,Students cannot run file servers,"@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
5,6,block all student traffic in the network,"@target,@operation,@target,@target,","@operation,@target,@traffic,@target,",2,0,1,0.6666666666666666,1.0,0.8
5,7,block all traffic for the server racks,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
5,8,P2P application is separately capped at 30 Mbps for the entire campus,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@traffic,@qos_constraint,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
5,9,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"@qos_value,@target,@qos_unit,@middlebox,@qos_metric,@qos_metric,","@target,@middlebox,@qos_metric,@qos_metric,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,10,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@qos_value,@target,@qos_constraint,@qos_unit,@end,@start,@qos_metric,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
5,11,Block streaming and gaming traffic in classrooms,"@traffic,@traffic,@operation,@target,","@operation,@traffic,@traffic,@target,",3,0,0,1.0,1.0,1.0
5,12,Limit rack servers to 5gbps during 5pm to 7pm,"@qos_constraint,@qos_unit,@end,@start,@qos_value,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
5,13,limit traffic to 5Gbps  Between internet and servers for 16:00 to 19:00,"@end,@start,@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,","@qos_constraint,@traffic,@qos_value,@qos_unit,@origin,@destination,@start,@end,",8,0,0,1.0,1.0,1.0
5,14,Hey Lumi please block traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
5,15,social media traffic must not be blocked,"@traffic,@traffic,@operation,","@traffic,@operation,",2,0,0,1.0,1.0,1.0
5,16,limit to 100 Mbps the bandwidth torrent traffic can consume,"@qos_constraint,@qos_unit,@qos_metric,@traffic,@qos_value,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@traffic,",5,0,0,1.0,1.0,1.0
5,17,Battlenet is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
5,18,We provide a quota to all students of 1 GB per week of usage,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,19,limit the bandwidth to 5Gb for rack servers from 4 pm until 7 pm,"@qos_unit,@end,@qos_metric,@start,@qos_value,@qos_constraint,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",6,0,1,0.8571428571428571,1.0,0.923076923076923
5,20,block traffic of the server racks,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
5,21,Students shall download no more than 1000000 megabytes per week,"@qos_metric,@qos_value,@qos_constraint,@qos_unit,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
5,22,"Please, Lumi, block Youtube and all other streaming traffic","@traffic,@traffic,@operation,@service,","@operation,@service,@traffic,",3,0,0,1.0,1.0,1.0
5,23,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,"@middlebox,","@target,@middlebox,",1,0,1,0.5,1.0,0.6666666666666666
5,24,AIM chat and file transfering is allowed by the University firewall,"@middlebox,@operation,@service,@service,@target,","@service,@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
5,25,limit the bandwidth rate of the server racks to 5 gbps from 4pm to 7pm,"@target,@qos_constraint,@qos_unit,@end,@qos_metric,@start,@qos_value,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
5,26,From gateway to my network remove nat,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
5,27,Block F2movies traffic from Internet to Labs,"@operation,@service,@destination,@origin,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
5,28,"Currently, the University of Illinois does not have any rate limits set in place","@operation,@target,@qos_metric,","@target,@operation,@qos_metric,",3,0,0,1.0,1.0,1.0
5,29,FTP and SFTP servers are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
5,30,Add traffic monitor from PUC to UFRGS,"@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
5,31,Add DPI middlebox into all traffic from Internet to the Labs,"@middlebox,@traffic,@operation,@destination,@origin,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
5,32,Balance traffic coming from gateway to application servers,"@destination,@origin,@middlebox,","@middlebox,@origin,@destination,",3,0,0,1.0,1.0,1.0
5,33,"Lumi, allow access to internal campus computers from the internet through SSH","@operation,@protocol,@origin,","@operation,@destination,@origin,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
5,34,Set quota to 10 GB per week at dorms,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
5,35,At endpoint Dorms set quota to 10 GB per week,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@target,@operation,@qos_metric,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,36,Limit servers to 5gbps during 5pm to 7pm,"@qos_constraint,@qos_unit,@end,@start,@qos_value,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
5,37,add a firewall,,"@operation,@middlebox,",0,0,2,0.0,0.0,0.0
5,38,prevent all f2movies traffic from reaching the students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
5,39,limit torrent traffic for guests to 100 Mbps,"@qos_value,@target,@qos_constraint,@qos_unit,@traffic,","@qos_constraint,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,40,make tcp traffic pass through traffic shaper from 5pm to 8pm,"@operation,@protocol,@end,@middlebox,@start,@traffic,","@protocol,@traffic,@operation,@middlebox,@start,@end,",6,0,0,1.0,1.0,1.0
5,41,unblock facebook traffic,"@service,@operation,","@operation,@service,",2,0,0,1.0,1.0,1.0
5,42,Please make traffic coming from the Internet pass through a firewall.,"@origin,@middlebox,@operation,","@origin,@operation,@middlebox,",3,0,0,1.0,1.0,1.0
5,43,"Please, block netflix traffic on PUC","@operation,@service,@target,","@operation,@service,@target,",3,0,0,1.0,1.0,1.0
5,44,Remove firewall from the university to my house,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
5,45,students should download no more than 10 GB of data in a week,"@qos_value,@target,@qos_constraint,@qos_unit,@qos_metric,","@target,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,46,torrent traffic must be allowed for guest but limited to 100 mbps,"@qos_constraint,@qos_unit,@traffic,@operation,@qos_value,@target,","@traffic,@operation,@target,@qos_constraint,@qos_value,@qos_unit,",6,0,0,1.0,1.0,1.0
5,47,"Lumi, prohibit access to internal campus computers from the internet","@operation,@origin,","@operation,@destination,@origin,",2,0,1,0.6666666666666666,1.0,0.8
5,48,set torrent traffic from guests to 100 mbps,"@traffic,@operation,@qos_value,@target,@qos_unit,","@operation,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
5,49,Permit gaming for PS4 from 13:00 to 18:00,"@end,@start,@traffic,@operation,@target,","@operation,@traffic,@target,@start,@end,",5,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,160
6,0,From dorms to internet add nat,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
6,1,limit the bandwidth to 5Gb for rack servers from 4 pm until 7 pm,"@qos_constraint,@qos_unit,@end,@start,@qos_metric,@qos_value,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",6,0,1,0.8571428571428571,1.0,0.923076923076923
6,2,block all traffic at Dorms location,"@target,@traffic,@operation,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
6,3,Setup a packet filter for guests traffic,"@middlebox,@operation,@target,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
6,4,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","@target,@qos_unit,@qos_unit,@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,","@qos_value,@qos_unit,@qos_metric,@target,@qos_metric,@operation,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
6,5,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"@qos_value,@qos_constraint,@qos_unit,@qos_unit,","@target,@qos_value,@qos_unit,@qos_unit,@qos_constraint,",3,0,1,0.75,1.0,0.8571428571428571
6,6,Make sure all traffic from the Internet to the labs is inspected by the DPI middlebox,"@middlebox,@traffic,@destination,@origin,","@traffic,@origin,@destination,@middlebox,@middlebox,",4,0,0,1.0,1.0,1.0
6,7,"Lumi, allow access to internal campus computers from the internet through SSH","@origin,@operation,@protocol,","@operation,@destination,@origin,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
6,8,Net2Phone is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
6,9,"Lumi, please install an email scanner for the gateway","@operation,@target,@middlebox,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
6,10,Add intrusion detection and address translation for servers network,"@middlebox,@middlebox,@operation,@target,","@operation,@middlebox,@middlebox,@target,",3,0,0,1.0,1.0,1.0
6,11,prevent all f2movies traffic from reaching the students in the labs,"@service,@target,@target,@traffic,@operation,","@operation,@service,@target,@target,",3,1,0,1.0,0.75,0.8571428571428571
6,12,Students shall download no more than 1000000 MB per week,"@qos_constraint,@qos_unit,@qos_metric,@qos_value,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
6,13,Housing does not normally limit the amount of bandwidth,"@qos_constraint,@qos_metric,","@target,@operation,@qos_metric,",1,1,2,0.3333333333333333,0.5,0.4
6,14,CounterStrike server is blocked by the University firewall,"@service,@target,@middlebox,@operation,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
6,15,Everquest is blocked by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
6,16,Block all traffic from HR to the backend servers,"@traffic,@operation,@destination,@origin,","@operation,@traffic,@origin,@destination,",4,0,0,1.0,1.0,1.0
6,17,Reduce the download rate for faculty members to 20 Mbps,"@qos_value,@target,@qos_unit,@qos_metric,@operation,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
6,18,Include parental control for PlayStation,"@middlebox,@operation,@target,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
6,19,Limit traffic to 10 GB per week at Dorms,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@traffic,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
6,20,unblock facebook traffic,"@operation,@service,@target,","@operation,@service,",2,1,0,1.0,0.6666666666666666,0.8
6,21,Grant SFTP access to all students from 08:00 to 17:00,"@end,@start,@operation,@protocol,@target,","@operation,@protocol,@target,@start,@end,",5,0,0,1.0,1.0,1.0
6,22,Block F2movies traffic from Internet to student Labs,"@operation,@service,@destination,@origin,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
6,23,Add parental control from my house to internet,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
6,24,Students may use up to 10 GB of data weekly,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
6,25,All network traffic passing in or out of Brown's network is monitored by intrusion detection system for signs of compromises,"@middlebox,","@target,@middlebox,",1,0,1,0.5,1.0,0.6666666666666666
6,26,add shaping for gateway everyday from 18:00 to midnight,"@middlebox,@start,@operation,@target,@end,","@middlebox,@target,@start,@end,",4,1,0,1.0,0.8,0.888888888888889
6,27,Set quota to 10 GB per week at guest,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
6,28,Block streaming and gaming traffic in classrooms,"@traffic,@traffic,@traffic,@operation,@target,","@operation,@traffic,@traffic,@target,",3,0,0,1.0,1.0,1.0
6,29,Students 10 GB a day download quotas are on 10 AM to Midnight,"@qos_metric,@start,@qos_value,@target,@qos_constraint,@qos_unit,@end,","@target,@qos_value,@qos_unit,@qos_constraint,@qos_metric,@start,@end,",7,0,0,1.0,1.0,1.0
6,30,"Lumi, setup a TCP accelerator between LAN and video server","@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
6,31,Do no let students access Netflix from the laboratories to the internet,"@service,@destination,@target,@origin,@operation,","@operation,@target,@service,@origin,@destination,",5,0,0,1.0,1.0,1.0
6,32,The individual will have a 4 Mbps bandwidth rate limit,"@qos_value,@target,@qos_unit,@qos_metric,@operation,","@target,@operation,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
6,33,Add firewall from gateway to my house from 06:00 to 21:00,"@origin,@end,@middlebox,@start,@operation,@destination,","@operation,@middlebox,@origin,@destination,@start,@end,",6,0,0,1.0,1.0,1.0
6,34,set torrent traffic from guests to 100 mbps,"@target,@qos_unit,@traffic,@operation,@qos_value,","@operation,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
6,35,From gateway to network add middlebox firewall,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
6,36,Faculty members have 500 Gb per week of free network use,"@qos_value,@target,@qos_unit,@qos_metric,","@target,@qos_value,@qos_unit,",3,1,0,1.0,0.75,0.8571428571428571
6,37,set quota to 10 GB per week at labs,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
6,38,Add DPI middlebox into all traffic from Internet to the Labs,"@middlebox,@traffic,@operation,@destination,@origin,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
6,39,Staff is allowed to access ftp,"@operation,@protocol,@protocol,","@target,@operation,@protocol,",2,0,1,0.6666666666666666,1.0,0.8
6,40,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","@traffic,@operation,@protocol,@protocol,@protocol,@protocol,@service,@service,@target,","@operation,@protocol,@protocol,@traffic,@protocol,@service,@protocol,@service,@target,@target,",5,0,0,1.0,1.0,1.0
6,41,"If a student is in obvious violations of copyright law by using a room's wired connection (ie ResNet) to distribute copyrighted materials, the room's connection will be disabled, and the issue could be sent to Housing Student Judicial Affairs","@middlebox,@target,","@target,@middlebox,",2,0,0,1.0,1.0,1.0
6,42,Students have 200 GB of Free monthly usage,"@qos_value,@target,@qos_unit,","@target,@qos_value,@qos_unit,",3,0,0,1.0,1.0,1.0
6,43,Add traffic monitor from PUC to UFRGS,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
6,44,block facebook,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
6,45,"hey lumi, please allow traffic only from professors","@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
6,46,Internet is limited to 3 Mbps per host,"@target,@qos_unit,@qos_metric,@qos_value,","@qos_metric,@qos_value,@qos_unit,@target,",4,0,0,1.0,1.0,1.0
6,47,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"@qos_metric,@qos_value,@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,","@qos_metric,@target,@qos_value,@qos_unit,@qos_constraint,@qos_value,@qos_constraint,",5,0,0,1.0,1.0,1.0
6,48,University Housing monitors only the amount of traffic,"@middlebox,","@target,@middlebox,",1,0,1,0.5,1.0,0.6666666666666666
6,49,Guests cannot run any file sharing/downloading program,"@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,162
7,0,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"@qos_unit,@middlebox,@operation,@protocol,@qos_value,@target,","@target,@middlebox,@qos_metric,@qos_metric,@qos_value,@qos_unit,",4,2,1,0.8,0.6666666666666666,0.7272727272727272
7,1,"Block all incoming HTTP traffic, allow only HTTPS for all hosts","@operation,@operation,@protocol,@protocol,@target,","@operation,@protocol,@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
7,2,Battlenet is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,3,Students have a quota of 5 GB per day The quota is reset at 6am,"@qos_value,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@qos_value,@qos_unit,@hour,",4,0,1,0.8,1.0,0.888888888888889
7,4,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail servers on ResNet or UIC wireless-connected devices","@service,@service,@target,@traffic,@operation,@protocol,@protocol,@protocol,@protocol,","@operation,@protocol,@protocol,@traffic,@protocol,@service,@protocol,@service,@target,@target,",5,0,0,1.0,1.0,1.0
7,5,"Lumi, allow access to internal campus computers from the internet through SSH","@operation,@protocol,@origin,","@operation,@destination,@origin,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
7,6,"Lumi, block VoIP traffic from 00:00 to 06:00","@traffic,@operation,@end,@start,","@operation,@traffic,@start,@end,",4,0,0,1.0,1.0,1.0
7,7,"Lumi, please set to 1 GB per day the download limit for guests","@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",5,0,0,1.0,1.0,1.0
7,8,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","@traffic,@operation,@target,","@origin,@operation,@target,@traffic,@destination,",3,0,2,0.6,1.0,0.7499999999999999
7,9,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
7,10,Block streaming traffic on UFRGS,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
7,11,CounterStrike server is blocked by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,12,Email traffic is allowed for Staff members,"@operation,@service,@target,","@service,@operation,@target,",3,0,0,1.0,1.0,1.0
7,13,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@start,@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,@qos_unit,@end,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
7,14,Allow access from computers to DMZ,"@operation,@destination,@origin,","@operation,@origin,@destination,",3,0,0,1.0,1.0,1.0
7,15,Guests' network is rate-limited to 5 Mb/s per user,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
7,16,limit to 100 Mbps the bandwidth torrent traffic can consume,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@traffic,",4,1,1,0.8,0.8,0.8000000000000002
7,17,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"@qos_value,@qos_constraint,@qos_unit,@qos_unit,","@target,@qos_value,@qos_unit,@qos_unit,@qos_constraint,",3,0,1,0.75,1.0,0.8571428571428571
7,18,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS","@destination,@qos_constraint,","@operation,@target,@service,",0,2,3,0.0,0.0,0.0
7,19,Sony Playstation 2 is allowed by the University firewall,"@operation,@service,@target,@middlebox,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,20,set a maximum of 5 gbps to the servers from 4pm to 7pm,"@start,@operation,@qos_value,@destination,@qos_constraint,@qos_unit,@end,","@operation,@qos_constraint,@qos_value,@qos_unit,@destination,@start,@end,",7,0,0,1.0,1.0,1.0
7,21,"Lumi, please install an email scanner for the gateway","@operation,@target,@middlebox,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
7,22,Students have 200 GB of Free monthly usage,"@qos_value,@target,@qos_unit,","@target,@qos_value,@qos_unit,",3,0,0,1.0,1.0,1.0
7,23,Block F2movies traffic from Internet to Labs,"@operation,@service,@destination,@origin,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
7,24,block traffic of the server racks,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
7,25,limit torrent traffic to 100 mbps,"@traffic,@qos_value,@qos_constraint,@qos_unit,","@qos_constraint,@traffic,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
7,26,add security from entry to backend,"@origin,@middlebox,@operation,@destination,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
7,27,Limit traffic to 10 GB per week at Dorms,"@qos_unit,@traffic,@qos_value,@target,@qos_constraint,","@qos_constraint,@traffic,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
7,28,SMTP is allowed by the University firewall,"@protocol,@target,@middlebox,@operation,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,29,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hr upload,"@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,@qos_metric,","@qos_metric,@target,@qos_value,@qos_unit,@qos_constraint,@qos_value,@qos_constraint,",5,0,0,1.0,1.0,1.0
7,30,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"@operation,@protocol,@target,","@protocol,@operation,@target,",3,0,0,1.0,1.0,1.0
7,31,Between internet and servers limit traffic to 5Gbps interval 4pm to 7pm,"@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,@start,@traffic,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",8,0,0,1.0,1.0,1.0
7,32,Reduce the download rate for faculty members to 20 Mbps,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
7,33,"You may not run any services (e.g., FTP services,listservers,P2P file sharing servers, publishing files via generic file services, etc.) via ResNet or NYURoam wireless networks","@traffic,@operation,@protocol,@service,@target,","@operation,@protocol,@service,@traffic,@target,@target,",5,0,0,1.0,1.0,1.0
7,34,Set users bandwidth to 500 kbps when the 100 Gb per month quota is reached,"@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,@qos_unit,@qos_unit,","@operation,@target,@qos_metric,@qos_value,@qos_unit,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
7,35,PC-Telephone is allowed by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,36,POP3 and secure POP are allowed by the University firewall,"@operation,@protocol,@protocol,@target,@middlebox,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,37,We provide a data plan quota for all staff of 10 GB per day,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
7,38,Forward all the external traffic to DMZ,"@target,@traffic,@target,@operation,","@operation,@origin,@destination,",1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333
7,39,Setup a packet filter for guests traffic,"@operation,@target,@middlebox,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
7,40,Do not let Staff members access any social media,"@traffic,@operation,@target,","@operation,@target,@traffic,",3,0,0,1.0,1.0,1.0
7,41,Internet is limited to 3 Mbps per host,"@qos_value,@target,@qos_unit,@qos_metric,","@qos_metric,@qos_value,@qos_unit,@target,",4,0,0,1.0,1.0,1.0
7,42,FTP and SFTP servers are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,43,add a firewall,"@middlebox,@operation,","@operation,@middlebox,",2,0,0,1.0,1.0,1.0
7,44,IMAP and secure IMAP are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
7,45,limit torrent traffic for guests to 100 Mbps,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@traffic,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
7,46,limit the bandwidth in server racks to 5gbps between 4pm and 7pm,"@qos_metric,@start,@qos_value,@target,@qos_constraint,@qos_unit,@end,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
7,47,Remove nat for gateway everyday from 18:00 to midnight,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
7,48,Add inspection for the university from 10pm to 12pm,"@start,@operation,@target,@end,@middlebox,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
7,49,Block torrent traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,158
8,0,From my house to PUCRS add middlebox dpi,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
8,1,Allow access from computers to DMZ,"@operation,@destination,@origin,","@operation,@origin,@destination,",3,0,0,1.0,1.0,1.0
8,2,unblock facebook,"@service,@operation,","@operation,@service,",2,0,0,1.0,1.0,1.0
8,3,"Block all incoming HTTP traffic, allow only HTTPS for all hosts","@operation,@operation,@protocol,@protocol,@target,","@operation,@protocol,@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
8,4,block all traffic at Dorms location,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
8,5,Make sure all traffic from the Internet to the labs is inspected by the DPI middlebox,"@middlebox,@traffic,@destination,@origin,","@traffic,@origin,@destination,@middlebox,@middlebox,",4,0,0,1.0,1.0,1.0
8,6,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,@qos_unit,@qos_unit,","@qos_value,@qos_unit,@qos_metric,@target,@qos_metric,@operation,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
8,7,FTP and SFTP servers are allowed by the University firewall,"@middlebox,@operation,@protocol,@protocol,@target,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
